,tags,current amount,total_amount,currency used,current amount in dollars,total amount in dollars,percentage of completion,created,launch_date,country,donation_count,is_charity
1583,"Medical, Illness & Healing",160657,160657,USD,160657.0,160657.0,100.0,"Created August 25, 2020",2020-08-25,US,1862,false
1584,"Medical, Illness & Healing",3703,3703,USD,3702.9999999999995,3702.9999999999995,100.0,"Created April 18, 2021",2021-04-18,US,79,false
1585,Accidents & Emergencies,2111,2111,EUR,2510.8234,2510.8234,100.0,"Created March 22, 2020",2020-03-22,US,67,false
1586,"Medical, Illness & Healing",10345,10345,GBP,14356.789648091104,14356.789648091104,100.0,"Created September 8, 2020",2020-09-08,US,168,false
1587,"Medical, Illness & Healing",6149,6149,USD,6148.999999999999,6148.999999999999,100.0,"Created August 18, 2020",2020-08-18,US,68,false
1588,"Medical, Illness & Healing",1337,1337,USD,1337.0,1337.0,100.0,"Created February 15, 2021",2021-02-15,US,23,false
1589,"Creative Arts, Music & Film",365,365,USD,365.0,365.0,100.0,"Created August 13, 2020",2020-08-13,US,17,false
1590,"Medical, Illness & Healing",13035,13035,USD,13035.0,13035.0,100.0,"Created June 8, 2020",2020-06-08,US,77,false
1591,Accidents & Emergencies,683,683,USD,683.0,683.0,100.0,"Created June 17, 2020",2020-06-17,US,16,false
1592,Accidents & Emergencies,265,265,EUR,315.19100000000003,315.19100000000003,100.0,"Created July 6, 2020",2020-07-06,US,9,false
1593,"Medical, Illness & Healing",808,5000,USD,808.0000000000001,5000.0,16.160000000000004,Created 1 day ago,2021-04-27,US,7,false
1594,Accidents & Emergencies,1995,5000,USD,1995.0,5000.0,39.900000000000006,Created 3 days ago,2021-05-08,US,30,false
1595,"Medical, Illness & Healing",1455,10000,USD,1455.0000000000002,10000.0,14.550000000000002,Created 4 days ago,2021-05-07,US,22,false
1596,"Medical, Illness & Healing",150,30000,USD,150.0,30000.0,0.5,Created 1 day ago,2021-05-10,US,2,false
1597,"Medical, Illness & Healing",20,5000,EUR,23.788,5947.0,0.4,Created 4 days ago,2021-05-08,US,1,false
1598,Travel & Adventure,350,350,USD,350.0,350.0,100.0,Created 2 days ago,2021-05-09,US,0,false
1599,"Medical, Illness & Healing",660,3000,USD,660.0,3000.0,22.0,Created 1 day ago,2021-05-10,US,15,false
1600,Accidents & Emergencies,350,1500,USD,350.0,1500.0,23.333333333333332,Created 1 day ago,2021-05-10,US,6,false
1601,,350000,350000,USD,350000.0,350000.0,100.0,Created 2 days ago,2021-05-09,US,0,false
1602,"Medical, Illness & Healing",175,10000,USD,175.0,10000.0,1.7500000000000002,Created 2 days ago,2021-05-09,US,4,false
1603,Accidents & Emergencies,27000,27000,USD,27000.0,27000.0,100.0,Created 16 hours ago,2021-05-11,US,0,false
1604,Accidents & Emergencies,240,8500,EUR,285.456,10109.9,2.823529411764706,Created 4 days ago,2021-05-07,US,14,false
1605,"Medical, Illness & Healing",1161,5000,EUR,1380.8934,5947.0,23.22,Created 2 days ago,2021-05-09,US,22,false
1606,"Medical, Illness & Healing",1060,5000,USD,1060.0,5000.0,21.2,Created 1 day ago,2021-05-10,US,24,false
1607,"Babies, Kids & Family",395,6500,EUR,469.813,7731.1,6.076923076923077,Created 5 days ago,2021-05-06,US,13,false
1608,"Medical, Illness & Healing",1070,5000,EUR,1272.658,5947.0,21.4,"Created May 1, 2021",2021-05-01,US,16,false
1609,"Medical, Illness & Healing",191,1000,GBP,265.0697750396714,1387.7998693176514,19.1,Created 1 day ago,2021-05-10,US,7,false
1610,"Medical, Illness & Healing",370,10000,USD,370.0,10000.0,3.6999999999999997,Created 6 days ago,2021-05-05,US,5,false
1611,Accidents & Emergencies,10000,10000,USD,10000.0,10000.0,100.0,Created 1 day ago,2021-05-11,US,0,false
1612,"Medical, Illness & Healing",2000,2000,USD,2000.0,2000.0,100.0,"Created May 3, 2021",2021-05-03,US,0,false
1613,"Medical, Illness & Healing",3000,3000,USD,3000.0,3000.0,100.0,Created 7 days ago,2021-05-04,US,0,false
1614,"Medical, Illness & Healing",1000,1000,EUR,1189.4,1189.4,100.0,"Created April 30, 2021",2021-04-30,US,0,false
1615,Accidents & Emergencies,2740,30000,USD,2740.0,30000.0,9.133333333333333,Created 3 days ago,2021-05-08,US,52,false
1616,"Medical, Illness & Healing",3455,10000,USD,3455.0,10000.0,34.55,Created 2 days ago,2021-05-09,US,42,false
1617,"Medical, Illness & Healing",1367,12000,USD,1367.0,12000.0,11.391666666666666,"Created April 30, 2021",2021-04-30,US,27,false
1618,"Medical, Illness & Healing",830,5000,USD,830.0,5000.0,16.6,Created 1 day ago,2021-05-10,US,22,false
1619,Funerals & Memorials,367,5000,USD,367.0,5000.0,7.340000000000001,Created 3 days ago,2021-05-08,US,18,false
1620,"Medical, Illness & Healing",960,3500,USD,960.0,3500.0,27.42857142857143,Created 1 day ago,2021-05-10,US,20,false
1621,"Medical, Illness & Healing",765,5000,USD,765.0,5000.0,15.299999999999999,Created 1 day ago,2021-05-10,US,21,false
1622,"Medical, Illness & Healing",1378,25000,USD,1378.0,25000.0,5.5120000000000005,Created 3 days ago,2021-05-08,US,17,false
1623,"Medical, Illness & Healing",360,5000,USD,360.0,5000.0,7.199999999999999,Created 1 day ago,2021-05-10,US,11,false
1624,"Medical, Illness & Healing",825,5000,USD,825.0,5000.0,16.5,"Created May 2, 2021",2021-05-02,US,26,false
1625,"Medical, Illness & Healing",2350,30000,USD,2350.0,30000.0,7.833333333333334,"Created May 3, 2021",2021-05-03,US,46,false
1626,"Medical, Illness & Healing",560,5000,USD,560.0,5000.0,11.200000000000001,Created 3 days ago,2021-05-08,US,19,false
1627,"Medical, Illness & Healing",430,10000,USD,430.0,10000.0,4.3,Created 4 days ago,2021-05-07,US,9,false
1628,"Medical, Illness & Healing",130,2500,USD,130.0,2500.0,5.2,Created 4 days ago,2021-05-07,US,11,false
1629,"Medical, Illness & Healing",490,1800,USD,490.0,1800.0,27.22222222222222,Created 1 day ago,2021-05-10,US,7,false
1630,"Medical, Illness & Healing",3297,15000,USD,3297.0,15000.0,21.98,"Created March 26, 2021",2021-03-26,US,56,false
1631,"Medical, Illness & Healing",240,12000,USD,240.0,12000.0,2.0,Created 4 days ago,2021-05-07,US,9,false
1632,"Medical, Illness & Healing",385,15000,USD,385.0,15000.0,2.566666666666667,Created 6 days ago,2021-05-05,US,11,false
1633,"Medical, Illness & Healing",1469,20000,USD,1469.0,20000.0,7.345,"Created April 27, 2021",2021-04-27,US,28,false
1634,"Medical, Illness & Healing",1215,5000,USD,1215.0,5000.0,24.3,"Created April 4, 2021",2021-04-04,US,25,false
1635,"Medical, Illness & Healing",520,2000,GBP,721.6559320451788,2775.599738635303,26.0,"Created March 6, 2021",2021-03-06,US,21,false
1636,"Medical, Illness & Healing",530,7000,USD,530.0,7000.0,7.571428571428572,"Created April 4, 2021",2021-04-04,US,7,false
1637,"Medical, Illness & Healing",750,5000,USD,750.0,5000.0,15.0,"Created April 2, 2021",2021-04-02,US,11,false
1638,"Medical, Illness & Healing",255,1000,EUR,303.297,1189.4,25.5,"Created March 10, 2021",2021-03-10,US,7,false
1639,Accidents & Emergencies,1435,35000,USD,1435.0000000000002,35000.0,4.1000000000000005,"Created April 5, 2021",2021-04-05,US,21,false
1640,Accidents & Emergencies,913,6000,USD,913.0,6000.0,15.216666666666667,"Created March 12, 2021",2021-03-12,US,23,false
1641,"Medical, Illness & Healing",335,2500,USD,335.0,2500.0,13.4,"Created March 23, 2021",2021-03-23,US,6,false
1642,"Medical, Illness & Healing",299,250,USD,299.0,250.0,119.6,"Created April 3, 2021",2021-04-03,US,11,false
1643,Accidents & Emergencies,470,10000,USD,470.0,10000.0,4.7,"Created March 29, 2021",2021-03-29,US,18,false
1644,Accidents & Emergencies,551,4500,EUR,655.3594,5352.3,12.244444444444445,"Created February 17, 2021",2021-02-17,US,25,false
1645,Accidents & Emergencies,860,6000,USD,860.0,6000.0,14.333333333333334,"Created February 20, 2021",2021-02-20,US,21,false
1646,"Medical, Illness & Healing",660,15000,USD,660.0,15000.0,4.3999999999999995,"Created April 19, 2021",2021-04-19,US,19,false
1647,"Medical, Illness & Healing",370,6000,USD,370.0,6000.0,6.166666666666667,"Created April 20, 2021",2021-04-20,US,10,false
1648,"Medical, Illness & Healing",240,9000,EUR,285.456,10704.6,2.666666666666667,"Created April 23, 2021",2021-04-23,US,10,false
1649,"Medical, Illness & Healing",235,4000,USD,235.0,4000.0,5.875,"Created April 2, 2021",2021-04-02,US,9,false
1650,"Medical, Illness & Healing",630,5000,USD,630.0,5000.0,12.6,"Created April 25, 2021",2021-04-25,US,9,false
1651,"Medical, Illness & Healing",1205,25000,USD,1205.0,25000.0,4.82,"Created March 31, 2021",2021-03-31,US,28,false
1652,"Medical, Illness & Healing",125,40000,USD,125.0,40000.0,0.3125,"Created April 2, 2021",2021-04-02,US,6,false
1653,"Medical, Illness & Healing",585,5450,USD,585.0,5450.0,10.733944954128441,"Created April 9, 2021",2021-04-09,US,15,false
1654,"Medical, Illness & Healing",605,5000,USD,605.0,5000.0,12.1,"Created March 7, 2021",2021-03-07,US,10,false
1655,Accidents & Emergencies,355,2500,USD,355.0,2500.0,14.2,"Created April 13, 2021",2021-04-13,US,7,false
1656,Accidents & Emergencies,345,2500,EUR,410.343,2973.5,13.8,"Created April 25, 2021",2021-04-25,US,8,false
1657,"Medical, Illness & Healing",145,10000,USD,145.0,10000.0,1.4500000000000002,"Created March 29, 2021",2021-03-29,US,8,false
1658,"Medical, Illness & Healing",850,5000,USD,850.0,5000.0,17.0,"Created March 30, 2021",2021-03-30,US,16,false
1659,"Medical, Illness & Healing",180,10000,EUR,214.092,11894.0,1.8000000000000003,"Created April 3, 2021",2021-04-03,US,6,false
1660,"Medical, Illness & Healing",1625,46000,USD,1624.9999999999998,46000.0,3.532608695652174,"Created February 14, 2021",2021-02-14,US,15,false
1661,"Medical, Illness & Healing",622,2500,GBP,863.2115187155792,3469.499673294128,24.880000000000006,"Created February 21, 2021",2021-02-21,US,15,false
1662,Accidents & Emergencies,720,10000,USD,720.0,10000.0,7.199999999999999,"Created March 22, 2021",2021-03-22,US,10,false
1663,Volunteer & Service,330,3000,EUR,392.502,3568.2,11.000000000000002,"Created April 27, 2021",2021-04-27,US,9,false
1664,Accidents & Emergencies,355,4500,USD,355.0,4500.0,7.888888888888888,"Created April 19, 2021",2021-04-19,US,15,false
1665,"Medical, Illness & Healing",630,10000,USD,630.0,10000.0,6.3,"Created March 1, 2021",2021-03-01,US,17,false
1666,Accidents & Emergencies,170,6000,USD,170.0,6000.0,2.833333333333333,"Created April 13, 2021",2021-04-13,US,6,false
1667,"Medical, Illness & Healing",981,20000,USD,981.0,20000.0,4.905,"Created March 31, 2021",2021-03-31,US,14,false
1668,Accidents & Emergencies,900,8000,EUR,1070.46,9515.2,11.249999999999998,"Created March 29, 2021",2021-03-29,US,23,false
1669,"Medical, Illness & Healing",99,5000,USD,99.0,5000.0,1.9800000000000002,"Created April 6, 2021",2021-04-06,US,6,false
1670,Accidents & Emergencies,555,9500,USD,555.0,9500.0,5.842105263157895,"Created April 13, 2021",2021-04-13,US,7,false
1671,"Medical, Illness & Healing",675,3000,USD,675.0,3000.0,22.5,"Created April 12, 2021",2021-04-12,US,10,false
1672,Accidents & Emergencies,445,20000,USD,445.0,20000.0,2.225,"Created March 10, 2021",2021-03-10,US,11,false
1673,Accidents & Emergencies,335,5000,USD,335.0,5000.0,6.7,"Created April 8, 2021",2021-04-08,US,7,false
1674,Accidents & Emergencies,435,20000,USD,435.0,20000.0,2.175,"Created April 10, 2021",2021-04-10,US,7,false
1675,Other,375,2000,USD,375.0,2000.0,18.75,"Created April 15, 2021",2021-04-15,US,7,false
1676,"Medical, Illness & Healing",255,5000,USD,255.0,5000.0,5.1,Created 5 days ago,2021-05-06,US,7,false
1677,Education & Learning,1048,10632,EUR,1246.4912,12645.7008,9.857035364936042,"Created February 18, 2021",2021-02-18,US,8,false
1678,"Medical, Illness & Healing",210,300,USD,210.0,300.0,70.0,"Created April 23, 2021",2021-04-23,US,6,false
1679,"Medical, Illness & Healing",5055,150000,USD,5055.0,150000.0,3.37,"Created October 25, 2020",2020-10-25,US,64,false
1680,"Babies, Kids & Family",1518,5000,USD,1518.0,5000.0,30.36,"Created April 23, 2021",2021-04-23,US,33,false
1681,"Medical, Illness & Healing",915,25000,USD,915.0,25000.0,3.66,"Created April 10, 2021",2021-04-10,US,26,false
1682,"Medical, Illness & Healing",410,2100,USD,410.0,2100.0,19.523809523809526,"Created April 1, 2021",2021-04-01,US,23,false
1683,"Medical, Illness & Healing",675,10000,EUR,802.845,11894.0,6.75,"Created April 21, 2021",2021-04-21,US,19,false
1684,"Medical, Illness & Healing",641,5000,EUR,762.4054,5947.0,12.82,"Created April 17, 2021",2021-04-17,US,19,false
1685,Accidents & Emergencies,713,4000,USD,713.0,4000.0,17.825,Created 2 days ago,2021-05-09,US,18,false
1686,Accidents & Emergencies,690,1800,USD,690.0,1800.0,38.333333333333336,"Created March 24, 2021",2021-03-24,US,16,false
1687,"Medical, Illness & Healing",1558,5000,USD,1558.0,5000.0,31.16,"Created April 23, 2021",2021-04-23,US,15,false
1688,"Medical, Illness & Healing",1590,20000,USD,1590.0,20000.0,7.95,"Created April 25, 2021",2021-04-25,US,13,false
1689,"Medical, Illness & Healing",460,8000,EUR,547.124,9515.2,5.75,"Created April 14, 2021",2021-04-14,US,13,false
1690,Accidents & Emergencies,630,9250,USD,630.0,9250.0,6.8108108108108105,"Created March 12, 2021",2021-03-12,US,12,false
1691,Accidents & Emergencies,905,15000,USD,905.0,15000.0,6.033333333333333,"Created March 27, 2021",2021-03-27,US,10,false
1692,"Medical, Illness & Healing",252,2500,EUR,299.7288,2973.5,10.079999999999998,"Created February 21, 2021",2021-02-21,US,10,false
1693,"Medical, Illness & Healing",840,15000,USD,840.0,15000.0,5.6000000000000005,"Created February 22, 2021",2021-02-22,US,9,false
1694,"Medical, Illness & Healing",280,2000,USD,280.0,2000.0,14.000000000000002,"Created April 7, 2021",2021-04-07,US,9,false
1695,"Medical, Illness & Healing",405,5850,USD,405.0,5850.0,6.923076923076923,"Created March 31, 2021",2021-03-31,US,8,false
1696,Accidents & Emergencies,400,7000,USD,400.0,7000.0,5.714285714285714,"Created April 20, 2021",2021-04-20,US,8,false
1697,"Medical, Illness & Healing",315,4500,USD,315.0,4500.0,7.000000000000001,"Created April 3, 2021",2021-04-03,US,8,false
1698,Accidents & Emergencies,195,1,EUR,231.933,1.1894,19500.0,"Created March 21, 2021",2021-03-21,US,8,false
1699,Accidents & Emergencies,492,20000,USD,491.99999999999994,20000.0,2.4599999999999995,"Created April 4, 2021",2021-04-04,US,7,false
1700,"Medical, Illness & Healing",462,1100,USD,462.00000000000006,1100.0,42.00000000000001,"Created April 20, 2021",2021-04-20,US,7,false
1701,"Medical, Illness & Healing",405,3000,USD,405.0,3000.0,13.5,"Created April 11, 2021",2021-04-11,US,7,false
1702,"Medical, Illness & Healing",386,3000,USD,386.0,3000.0,12.866666666666667,"Created April 7, 2021",2021-04-07,US,7,false
1703,"Medical, Illness & Healing",240,5000,USD,240.0,5000.0,4.8,"Created March 30, 2021",2021-03-30,US,7,false
1704,"Medical, Illness & Healing",230,2000,USD,230.0,2000.0,11.5,"Created April 8, 2021",2021-04-08,US,7,false
1705,"Medical, Illness & Healing",215,16000,USD,215.0,16000.0,1.34375,"Created March 29, 2021",2021-03-29,US,7,false
1706,"Medical, Illness & Healing",190,15000,EUR,225.986,17841.0,1.2666666666666666,"Created March 29, 2021",2021-03-29,US,7,false
1707,"Medical, Illness & Healing",185,4500,USD,185.0,4500.0,4.111111111111112,"Created March 23, 2021",2021-03-23,US,7,false
1708,Accidents & Emergencies,140,2500,USD,140.0,2500.0,5.6000000000000005,"Created April 9, 2021",2021-04-09,US,7,false
1709,"Medical, Illness & Healing",700,4000,USD,700.0,4000.0,17.5,"Created March 31, 2021",2021-03-31,US,6,false
1710,"Medical, Illness & Healing",305,12000,EUR,362.767,14272.8,2.5416666666666665,"Created April 25, 2021",2021-04-25,US,6,false
1711,"Medical, Illness & Healing",195,10000,USD,195.0,10000.0,1.95,"Created May 1, 2021",2021-05-01,US,6,false
1712,"Medical, Illness & Healing",110,5000,USD,110.0,5000.0,2.1999999999999997,"Created April 5, 2021",2021-04-05,US,6,false
1713,"Medical, Illness & Healing",410,10000,USD,410.0,10000.0,4.1000000000000005,"Created April 24, 2021",2021-04-24,US,5,false
1714,"Medical, Illness & Healing",360,15000,USD,360.0,15000.0,2.4,"Created April 8, 2021",2021-04-08,US,5,false
1715,Funerals & Memorials,300,4000,USD,300.0,4000.0,7.5,"Created February 10, 2021",2021-02-10,US,5,false
1716,"Medical, Illness & Healing",274,3000,USD,274.0,3000.0,9.133333333333333,Created 1 day ago,2021-05-10,US,5,false
1717,"Medical, Illness & Healing",250,18000,EUR,297.35,21409.2,1.388888888888889,"Created March 21, 2021",2021-03-21,US,5,false
1718,"Medical, Illness & Healing",220,1000,EUR,261.668,1189.4,22.0,"Created February 21, 2021",2021-02-21,US,5,false
1719,"Medical, Illness & Healing",200,3320,USD,200.0,3320.0,6.024096385542169,"Created March 26, 2021",2021-03-26,US,5,false
1720,"Medical, Illness & Healing",160,4000,USD,160.0,4000.0,4.0,"Created April 6, 2021",2021-04-06,US,5,false
1721,"Medical, Illness & Healing",150,2300,USD,150.0,2300.0,6.521739130434782,"Created March 13, 2021",2021-03-13,US,5,false
1722,"Medical, Illness & Healing",145,1000,USD,145.0,1000.0,14.499999999999998,"Created April 19, 2021",2021-04-19,US,5,false
1723,Accidents & Emergencies,123,4000,USD,122.99999999999999,4000.0,3.0749999999999997,"Created March 13, 2021",2021-03-13,US,5,false
1724,"Medical, Illness & Healing",120,1500,EUR,142.728,1784.1,8.000000000000002,Created 4 days ago,2021-05-07,US,5,false
1725,"Medical, Illness & Healing",80,16000,USD,80.0,16000.0,0.5,"Created April 30, 2021",2021-04-30,US,5,false
1726,Accidents & Emergencies,80,25000,USD,80.0,25000.0,0.32,"Created March 23, 2021",2021-03-23,US,5,false
1727,"Medical, Illness & Healing",55,300,EUR,65.417,356.82,18.333333333333336,Created 7 days ago,2021-05-04,US,5,false
1728,"Medical, Illness & Healing",400,30000,USD,400.0,30000.0,1.3333333333333335,"Created March 28, 2021",2021-03-28,US,4,false
1729,Accidents & Emergencies,250,8000,EUR,297.35,9515.2,3.125,"Created April 24, 2021",2021-04-24,US,4,false
1730,Other,222,3000,USD,221.99999999999997,3000.0,7.3999999999999995,"Created February 16, 2021",2021-02-16,US,4,false
1731,Accidents & Emergencies,215,2000,USD,215.0,2000.0,10.75,"Created April 11, 2021",2021-04-11,US,4,false
1732,"Medical, Illness & Healing",210,,GBP,291.4379725567068,,,"Created February 14, 2021",2021-02-14,US,4,false
1733,"Medical, Illness & Healing",190,10000,EUR,225.986,11894.0,1.9,"Created April 16, 2021",2021-04-16,US,4,false
1734,"Medical, Illness & Healing",180,5000,USD,180.0,5000.0,3.5999999999999996,"Created May 2, 2021",2021-05-02,US,4,false
1735,"Medical, Illness & Healing",160,2000,USD,160.0,2000.0,8.0,"Created May 3, 2021",2021-05-03,US,4,false
1736,"Dreams, Hopes & Wishes",155,3000,EUR,184.357,3568.2,5.166666666666667,"Created February 18, 2021",2021-02-18,US,4,false
1737,"Medical, Illness & Healing",140,20000,EUR,166.516,23788.0,0.7,"Created April 26, 2021",2021-04-26,US,4,false
1738,"Medical, Illness & Healing",125,3000,GBP,173.47498366470643,4163.399607952954,4.166666666666666,"Created March 7, 2021",2021-03-07,US,4,false
1739,"Medical, Illness & Healing",110,8000,EUR,130.834,9515.2,1.375,"Created March 10, 2021",2021-03-10,US,4,false
1740,"Medical, Illness & Healing",100,12000,USD,100.0,12000.0,0.8333333333333334,"Created April 7, 2021",2021-04-07,US,4,false
1741,"Medical, Illness & Healing",100,6500,EUR,118.94,7731.1,1.5384615384615383,"Created April 18, 2021",2021-04-18,US,4,false
1742,Accidents & Emergencies,90,,USD,90.0,,,"Created April 15, 2021",2021-04-15,US,4,false
1743,Accidents & Emergencies,89,5000,USD,88.99999999999999,5000.0,1.7799999999999996,"Created April 7, 2021",2021-04-07,US,4,false
1744,"Medical, Illness & Healing",80,3000,EUR,95.152,3568.2,2.666666666666667,"Created April 7, 2021",2021-04-07,US,4,false
1745,"Medical, Illness & Healing",75,3000,USD,75.0,3000.0,2.5,"Created March 24, 2021",2021-03-24,US,4,false
1746,"Medical, Illness & Healing",75,6000,USD,75.0,6000.0,1.25,"Created February 16, 2021",2021-02-16,US,4,false
1747,"Medical, Illness & Healing",810,1500,USD,810.0,1500.0,54.0,"Created March 30, 2021",2021-03-30,US,3,false
1748,"Medical, Illness & Healing",320,7000,USD,320.0,7000.0,4.571428571428571,"Created April 15, 2021",2021-04-15,US,3,false
1749,"Medical, Illness & Healing",230,12000,USD,230.0,12000.0,1.9166666666666665,Created 6 days ago,2021-05-05,US,3,false
1750,"Medical, Illness & Healing",160,1200,USD,160.0,1200.0,13.333333333333334,"Created April 8, 2021",2021-04-08,US,3,false
1751,"Medical, Illness & Healing",150,5000,USD,150.0,5000.0,3.0,"Created April 6, 2021",2021-04-06,US,3,false
1752,"Medical, Illness & Healing",125,1000,EUR,148.675,1189.4,12.5,Created 6 days ago,2021-05-05,US,3,false
1753,"Medical, Illness & Healing",120,20000,USD,120.0,20000.0,0.6,"Created March 11, 2021",2021-03-11,US,3,false
1754,"Medical, Illness & Healing",110,8000,USD,110.0,8000.0,1.375,"Created April 22, 2021",2021-04-22,US,3,false
1755,"Medical, Illness & Healing",102,5000,USD,102.0,5000.0,2.04,"Created April 1, 2021",2021-04-01,US,3,false
1756,"Medical, Illness & Healing",100,5000,USD,100.0,5000.0,2.0,"Created April 15, 2021",2021-04-15,US,3,false
1757,Community & Neighbors,85,8000,USD,85.0,8000.0,1.0625,"Created April 12, 2021",2021-04-12,US,3,false
1758,Accidents & Emergencies,80,5000,USD,80.0,5000.0,1.6,"Created April 8, 2021",2021-04-08,US,3,false
1759,"Creative Arts, Music & Film",75,50000,USD,75.0,50000.0,0.15,"Created March 17, 2021",2021-03-17,US,3,false
1760,Accidents & Emergencies,65,3500,EUR,77.311,4162.9,1.8571428571428577,"Created May 2, 2021",2021-05-02,US,3,false
1761,"Medical, Illness & Healing",55,2000,EUR,65.417,2378.8,2.75,"Created February 25, 2021",2021-02-25,US,3,false
1762,"Medical, Illness & Healing",40,5000,EUR,47.576,5947.0,0.8,"Created April 9, 2021",2021-04-09,US,3,false
1763,Accidents & Emergencies,30,3000,USD,30.0,3000.0,1.0,"Created March 31, 2021",2021-03-31,US,3,false
1764,"Medical, Illness & Healing",360,2000,EUR,428.184,2378.8,18.0,"Created March 29, 2021",2021-03-29,US,2,false
1765,"Medical, Illness & Healing",150,2500,USD,150.0,2500.0,6.0,"Created April 17, 2021",2021-04-17,US,2,false
1766,Education & Learning,120,5000,EUR,142.728,5947.0,2.4,"Created April 10, 2021",2021-04-10,US,2,false
1767,Accidents & Emergencies,100,15000,EUR,118.94,17841.0,0.6666666666666666,Created 1 day ago,2021-05-10,US,2,false
1768,"Medical, Illness & Healing",95,3000,USD,95.0,3000.0,3.166666666666667,"Created April 2, 2021",2021-04-02,US,2,false
1769,Accidents & Emergencies,90,25000,USD,90.0,25000.0,0.36,"Created March 3, 2021",2021-03-03,US,2,false
1770,"Medical, Illness & Healing",70,4000,USD,70.0,4000.0,1.7500000000000002,"Created March 31, 2021",2021-03-31,US,2,false
1771,"Babies, Kids & Family",65,30000,USD,65.0,30000.0,0.21666666666666665,"Created February 12, 2021",2021-02-12,US,2,false
1772,"Medical, Illness & Healing",55,2000,USD,55.0,2000.0,2.75,Created 1 day ago,2021-05-10,US,2,false
1773,"Missions, Faith & Church",50,2500,USD,50.0,2500.0,2.0,"Created February 25, 2021",2021-02-25,US,2,false
1774,"Medical, Illness & Healing",45,5000,USD,45.0,5000.0,0.8999999999999999,"Created April 20, 2021",2021-04-20,US,2,false
1775,"Medical, Illness & Healing",45,6000,USD,45.0,6000.0,0.75,"Created April 10, 2021",2021-04-10,US,2,false
1776,"Medical, Illness & Healing",35,10000,USD,35.0,10000.0,0.35000000000000003,"Created April 26, 2021",2021-04-26,US,2,false
1777,"Medical, Illness & Healing",35,3000,EUR,41.629,3568.2,1.1666666666666667,"Created April 7, 2021",2021-04-07,US,2,false
1778,Accidents & Emergencies,25,3000,EUR,29.735,3568.2,0.8333333333333334,"Created April 26, 2021",2021-04-26,US,2,false
1779,Accidents & Emergencies,25,15000,USD,25.0,15000.0,0.16666666666666669,"Created March 31, 2021",2021-03-31,US,2,false
1780,"Medical, Illness & Healing",15,9000,USD,15.0,9000.0,0.16666666666666669,"Created April 30, 2021",2021-04-30,US,2,false
1781,"Medical, Illness & Healing",100,3000,USD,100.0,3000.0,3.3333333333333335,Created 2 days ago,2021-05-09,US,1,false
1782,"Medical, Illness & Healing",100,10000,USD,100.0,10000.0,1.0,"Created April 24, 2021",2021-04-24,US,1,false
1783,"Medical, Illness & Healing",100,15000,USD,100.0,15000.0,0.6666666666666667,"Created March 24, 2021",2021-03-24,US,1,false
1784,"Medical, Illness & Healing",100,5000,USD,100.0,5000.0,2.0,"Created February 11, 2021",2021-02-11,US,1,false
1785,"Medical, Illness & Healing",80,189000,USD,80.0,189000.0,0.04232804232804233,"Created April 28, 2021",2021-04-28,US,1,false
1786,"Medical, Illness & Healing",55,630,USD,55.0,630.0,8.73015873015873,Created 2 days ago,2021-05-09,US,1,false
1787,"Medical, Illness & Healing",50,10000,EUR,59.47,11894.0,0.5,"Created April 25, 2021",2021-04-25,US,1,false
1788,"Medical, Illness & Healing",50,7000,USD,50.0,7000.0,0.7142857142857143,"Created April 4, 2021",2021-04-04,US,1,false
1789,Volunteer & Service,48,3500,USD,48.0,3500.0,1.3714285714285714,"Created March 10, 2021",2021-03-10,US,1,false
1790,"Medical, Illness & Healing",25,20000,EUR,29.735,23788.0,0.125,"Created April 25, 2021",2021-04-25,US,1,false
1791,"Medical, Illness & Healing",20,1500,EUR,23.788,1784.1,1.3333333333333335,"Created May 3, 2021",2021-05-03,US,1,false
1792,"Medical, Illness & Healing",20,13764,USD,20.0,13764.0,0.14530659691950015,"Created March 25, 2021",2021-03-25,US,1,false
1793,"Medical, Illness & Healing",20,20000,USD,20.0,20000.0,0.1,"Created March 20, 2021",2021-03-20,US,1,false
1794,"Medical, Illness & Healing",20,1850,EUR,23.788,2200.39,1.0810810810810811,"Created March 17, 2021",2021-03-17,US,1,false
1795,"Medical, Illness & Healing",18,3500,EUR,21.4092,4162.9,0.5142857142857142,"Created April 18, 2021",2021-04-18,US,1,false
1796,Education & Learning,15,500,EUR,17.841,594.7,3.0,"Created March 21, 2021",2021-03-21,US,1,false
1797,"Medical, Illness & Healing",10,7050,EUR,11.894,8385.27,0.14184397163120566,"Created April 27, 2021",2021-04-27,US,1,false
1798,Accidents & Emergencies,10,1000,USD,10.0,1000.0,1.0,"Created April 13, 2021",2021-04-13,US,1,false
1799,"Medical, Illness & Healing",10,8000,USD,10.0,8000.0,0.125,"Created April 6, 2021",2021-04-06,US,1,false
1800,"Medical, Illness & Healing",10,20000,USD,10.0,20000.0,0.05,"Created April 2, 2021",2021-04-02,US,1,false
1801,"Medical, Illness & Healing",10,14000,EUR,11.894,16651.6,0.07142857142857144,"Created March 26, 2021",2021-03-26,US,1,false
1802,"Medical, Illness & Healing",10,5000,EUR,11.894,5947.0,0.2,"Created March 23, 2021",2021-03-23,US,1,false
1803,Accidents & Emergencies,10,500,EUR,11.894,594.7,2.0,"Created February 11, 2021",2021-02-11,US,1,false
